tag,C,class_weight,tol,degree,gamma,coef0,fold,accuracy,precision,recall,F1,auroc,prauc
C=10 | class_weight=balanced | tol=10 | degree=5 | gamma=0.01 | coef0=0,10.0,balanced,10.0,5,0.01,0,1,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30576018219383744
C=10 | class_weight=balanced | tol=10 | degree=5 | gamma=0.01 | coef0=0,10.0,balanced,10.0,5,0.01,0,2,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.3059502750348119
C=10 | class_weight=balanced | tol=10 | degree=5 | gamma=0.01 | coef0=0,10.0,balanced,10.0,5,0.01,0,3,0.4462055715658021,0.19909941209636414,0.4462055715658021,0.27534040251386926,0.5,0.30541413940080153
C=10 | class_weight=balanced | tol=10 | degree=5 | gamma=0.01 | coef0=0,10.0,balanced,10.0,5,0.01,0,4,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30563191566521886
C=10 | class_weight=balanced | tol=10 | degree=5 | gamma=0.01 | coef0=0,10.0,balanced,10.0,5,0.01,0,5,0.44690052859202306,0.19972008245582962,0.44690052859202306,0.2760660854138701,0.5,0.30584005166997996
C=10 | class_weight=balanced | tol=10 | degree=5 | gamma=0.01 | coef0=3,10.0,balanced,10.0,5,0.01,3,1,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30576018219383744
C=10 | class_weight=balanced | tol=10 | degree=5 | gamma=0.01 | coef0=3,10.0,balanced,10.0,5,0.01,3,2,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.3059502750348119
C=10 | class_weight=balanced | tol=10 | degree=5 | gamma=0.01 | coef0=3,10.0,balanced,10.0,5,0.01,3,3,0.4462055715658021,0.19909941209636414,0.4462055715658021,0.27534040251386926,0.5,0.30541413940080153
C=10 | class_weight=balanced | tol=10 | degree=5 | gamma=0.01 | coef0=3,10.0,balanced,10.0,5,0.01,3,4,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30563191566521886
C=10 | class_weight=balanced | tol=10 | degree=5 | gamma=0.01 | coef0=3,10.0,balanced,10.0,5,0.01,3,5,0.44690052859202306,0.19972008245582962,0.44690052859202306,0.2760660854138701,0.5,0.30584005166997996
C=10 | class_weight=balanced | tol=10 | degree=5 | gamma=0.5 | coef0=0,10.0,balanced,10.0,5,0.5,0,1,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30576018219383744
C=10 | class_weight=balanced | tol=10 | degree=5 | gamma=0.5 | coef0=0,10.0,balanced,10.0,5,0.5,0,2,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.3059502750348119
C=10 | class_weight=balanced | tol=10 | degree=5 | gamma=0.5 | coef0=0,10.0,balanced,10.0,5,0.5,0,3,0.4462055715658021,0.19909941209636414,0.4462055715658021,0.27534040251386926,0.5,0.30541413940080153
C=10 | class_weight=balanced | tol=10 | degree=5 | gamma=0.5 | coef0=0,10.0,balanced,10.0,5,0.5,0,4,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30563191566521886
C=10 | class_weight=balanced | tol=10 | degree=5 | gamma=0.5 | coef0=0,10.0,balanced,10.0,5,0.5,0,5,0.44690052859202306,0.19972008245582962,0.44690052859202306,0.2760660854138701,0.5,0.30584005166997996
C=10 | class_weight=balanced | tol=10 | degree=5 | gamma=0.5 | coef0=3,10.0,balanced,10.0,5,0.5,3,1,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30576018219383744
C=10 | class_weight=balanced | tol=10 | degree=5 | gamma=0.5 | coef0=3,10.0,balanced,10.0,5,0.5,3,2,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.3059502750348119
C=10 | class_weight=balanced | tol=10 | degree=5 | gamma=0.5 | coef0=3,10.0,balanced,10.0,5,0.5,3,3,0.4462055715658021,0.19909941209636414,0.4462055715658021,0.27534040251386926,0.5,0.30541413940080153
C=10 | class_weight=balanced | tol=10 | degree=5 | gamma=0.5 | coef0=3,10.0,balanced,10.0,5,0.5,3,4,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30563191566521886
C=10 | class_weight=balanced | tol=10 | degree=5 | gamma=0.5 | coef0=3,10.0,balanced,10.0,5,0.5,3,5,0.44690052859202306,0.19972008245582962,0.44690052859202306,0.2760660854138701,0.5,0.30584005166997996
C=10 | class_weight=None | tol=0.1 | degree=1 | gamma=0.01 | coef0=0,10.0,,0.1,1,0.01,0,1,0.45244956772334294,0.2924609933269563,0.45244956772334294,0.3380512394153443,0.687323702074575,0.4612986997039185
C=10 | class_weight=None | tol=0.1 | degree=1 | gamma=0.01 | coef0=0,10.0,,0.1,1,0.01,0,2,0.45004803073967337,0.28511183327542394,0.45004803073967337,0.33283985190406373,0.6841359801335762,0.43627293608743195
C=10 | class_weight=None | tol=0.1 | degree=1 | gamma=0.01 | coef0=0,10.0,,0.1,1,0.01,0,3,0.44668587896253603,0.2810736363635132,0.44668587896253603,0.3295488274025988,0.6758636921024903,0.43797513132760313
C=10 | class_weight=None | tol=0.1 | degree=1 | gamma=0.01 | coef0=0,10.0,,0.1,1,0.01,0,4,0.4510086455331412,0.2889884815164509,0.4510086455331412,0.3323528407821996,0.6887494360991744,0.4470600404130071
C=10 | class_weight=None | tol=0.1 | degree=1 | gamma=0.01 | coef0=0,10.0,,0.1,1,0.01,0,5,0.4430562229697261,0.2811623866481406,0.4430562229697261,0.3281835232381815,0.6366259310459834,0.3879316203419835
C=10 | class_weight=None | tol=0.1 | degree=1 | gamma=0.01 | coef0=3,10.0,,0.1,1,0.01,3,1,0.45244956772334294,0.2926443765195265,0.45244956772334294,0.33803822678355677,0.6888329450143603,0.4554501917636308
C=10 | class_weight=None | tol=0.1 | degree=1 | gamma=0.01 | coef0=3,10.0,,0.1,1,0.01,3,2,0.45004803073967337,0.2852688959032029,0.45004803073967337,0.33281699240622603,0.6845645136437638,0.4513933539821274
C=10 | class_weight=None | tol=0.1 | degree=1 | gamma=0.01 | coef0=3,10.0,,0.1,1,0.01,3,3,0.44668587896253603,0.2810736363635132,0.44668587896253603,0.3295488274025988,0.6745795720603533,0.43590099048194697
C=10 | class_weight=None | tol=0.1 | degree=1 | gamma=0.01 | coef0=3,10.0,,0.1,1,0.01,3,4,0.4510086455331412,0.2885751409665956,0.4510086455331412,0.33238851210028375,0.6913476694485668,0.452142475062765
C=10 | class_weight=None | tol=0.1 | degree=1 | gamma=0.01 | coef0=3,10.0,,0.1,1,0.01,3,5,0.4435367611725132,0.2817216512728547,0.4435367611725132,0.32846799223228956,0.6666496279639592,0.4296372570819725
C=10 | class_weight=None | tol=0.1 | degree=1 | gamma=0.5 | coef0=0,10.0,,0.1,1,0.5,0,1,0.45244956772334294,0.2926443765195265,0.45244956772334294,0.33803822678355677,0.6908394431331996,0.4552192580919231
C=10 | class_weight=None | tol=0.1 | degree=1 | gamma=0.5 | coef0=0,10.0,,0.1,1,0.5,0,2,0.45004803073967337,0.2852688959032029,0.45004803073967337,0.33281699240622603,0.6926116674280459,0.45976127977366077
C=10 | class_weight=None | tol=0.1 | degree=1 | gamma=0.5 | coef0=0,10.0,,0.1,1,0.5,0,3,0.44668587896253603,0.2810736363635132,0.44668587896253603,0.3295488274025988,0.6792929623486139,0.4417254387092797
C=10 | class_weight=None | tol=0.1 | degree=1 | gamma=0.5 | coef0=0,10.0,,0.1,1,0.5,0,4,0.4510086455331412,0.2889884815164509,0.4510086455331412,0.3323528407821996,0.6901655468633724,0.4552494463349026
C=10 | class_weight=None | tol=0.1 | degree=1 | gamma=0.5 | coef0=0,10.0,,0.1,1,0.5,0,5,0.4435367611725132,0.2817216512728547,0.4435367611725132,0.32846799223228956,0.6686522172104632,0.43776224232819205
C=10 | class_weight=None | tol=0.1 | degree=1 | gamma=0.5 | coef0=3,10.0,,0.1,1,0.5,3,1,0.45244956772334294,0.2926443765195265,0.45244956772334294,0.33803822678355677,0.6963187367625439,0.4651245861475685
C=10 | class_weight=None | tol=0.1 | degree=1 | gamma=0.5 | coef0=3,10.0,,0.1,1,0.5,3,2,0.45004803073967337,0.2852688959032029,0.45004803073967337,0.33281699240622603,0.6822824093547157,0.4428548956202562
C=10 | class_weight=None | tol=0.1 | degree=1 | gamma=0.5 | coef0=3,10.0,,0.1,1,0.5,3,3,0.4462055715658021,0.2806825184566589,0.4462055715658021,0.3292469939853004,0.663842768876017,0.4305587737098555
C=10 | class_weight=None | tol=0.1 | degree=1 | gamma=0.5 | coef0=3,10.0,,0.1,1,0.5,3,4,0.4510086455331412,0.2889884815164509,0.4510086455331412,0.3323528407821996,0.6838598799954948,0.4461983924236385
C=10 | class_weight=None | tol=0.1 | degree=1 | gamma=0.5 | coef0=3,10.0,,0.1,1,0.5,3,5,0.4435367611725132,0.28156534953606427,0.4435367611725132,0.32848949731815646,0.6764033301893415,0.46415560335893946
C=10 | class_weight=None | tol=0.1 | degree=5 | gamma=0.01 | coef0=0,10.0,,0.1,5,0.01,0,1,0.5187319884726225,0.47084715223481927,0.5187319884726225,0.40892666750144163,0.6913179510164067,0.4978914202379226
C=10 | class_weight=None | tol=0.1 | degree=5 | gamma=0.01 | coef0=0,10.0,,0.1,5,0.01,0,2,0.5115273775216138,0.4528055139963842,0.5115273775216138,0.3975014256554376,0.696982269509258,0.5080650931181364
C=10 | class_weight=None | tol=0.1 | degree=5 | gamma=0.01 | coef0=0,10.0,,0.1,5,0.01,0,3,0.5120076849183477,0.45743156314814104,0.5120076849183477,0.39694972835854925,0.6773808058825899,0.49035889045079784
C=10 | class_weight=None | tol=0.1 | degree=5 | gamma=0.01 | coef0=0,10.0,,0.1,5,0.01,0,4,0.5057636887608069,0.45581416641358885,0.5057636887608069,0.38876729151381473,0.6939160514490083,0.5055896750971601
C=10 | class_weight=None | tol=0.1 | degree=5 | gamma=0.01 | coef0=0,10.0,,0.1,5,0.01,0,5,0.5160980297933686,0.466167761213656,0.5160980297933686,0.4031299580690024,0.6801162716595055,0.49330961710925936
C=10 | class_weight=None | tol=0.1 | degree=5 | gamma=0.01 | coef0=3,10.0,,0.1,5,0.01,3,1,0.7689721421709894,0.769044149471843,0.7689721421709894,0.7636869618214072,0.9340081672133428,0.8512849702772081
C=10 | class_weight=None | tol=0.1 | degree=5 | gamma=0.01 | coef0=3,10.0,,0.1,5,0.01,3,2,0.7761767531219981,0.7750204555722876,0.7761767531219981,0.7727330118080249,0.9401905602617989,0.8584424452259707
C=10 | class_weight=None | tol=0.1 | degree=5 | gamma=0.01 | coef0=3,10.0,,0.1,5,0.01,3,3,0.7780979827089337,0.7786427651786855,0.7780979827089337,0.7738943158390433,0.9449729582476963,0.8679904031407951
C=10 | class_weight=None | tol=0.1 | degree=5 | gamma=0.01 | coef0=3,10.0,,0.1,5,0.01,3,4,0.7646493756003843,0.7640971438310322,0.7646493756003843,0.7591556765481021,0.9374692538326689,0.8505490328211284
C=10 | class_weight=None | tol=0.1 | degree=5 | gamma=0.01 | coef0=3,10.0,,0.1,5,0.01,3,5,0.7568476693897165,0.7568808602822706,0.7568476693897165,0.7533816081036079,0.9300927323834366,0.8352335078176989
C=10 | class_weight=None | tol=0.1 | degree=5 | gamma=0.5 | coef0=0,10.0,,0.1,5,0.5,0,1,0.6575408261287223,0.7001989961450119,0.6575408261287223,0.6312579448769962,0.8683580496989811,0.748369925929164
C=10 | class_weight=None | tol=0.1 | degree=5 | gamma=0.5 | coef0=0,10.0,,0.1,5,0.5,0,2,0.6556195965417867,0.7013872172059604,0.6556195965417867,0.6300320829504481,0.8621096212705809,0.7371711488908218
C=10 | class_weight=None | tol=0.1 | degree=5 | gamma=0.5 | coef0=0,10.0,,0.1,5,0.5,0,3,0.6551392891450528,0.6969010916981122,0.6551392891450528,0.626556138309166,0.8586289015636055,0.7308405746417046
C=10 | class_weight=None | tol=0.1 | degree=5 | gamma=0.5 | coef0=0,10.0,,0.1,5,0.5,0,4,0.6609029779058597,0.7092230738057659,0.6609029779058597,0.6324583684802004,0.865729324055397,0.7483918513828797
C=10 | class_weight=None | tol=0.1 | degree=5 | gamma=0.5 | coef0=0,10.0,,0.1,5,0.5,0,5,0.6535319557904854,0.7031803600288532,0.6535319557904854,0.6234629746564917,0.8580618232458201,0.7288533626145002
C=10 | class_weight=None | tol=0.1 | degree=5 | gamma=0.5 | coef0=3,10.0,,0.1,5,0.5,3,1,0.8808837656099904,0.8823611084011057,0.8808837656099904,0.8813408784567603,0.98158630401096,0.9510791544389332
C=10 | class_weight=None | tol=0.1 | degree=5 | gamma=0.5 | coef0=3,10.0,,0.1,5,0.5,3,2,0.8919308357348703,0.8936926739649186,0.8919308357348703,0.892414107383276,0.9822712322512657,0.9556072195895541
C=10 | class_weight=None | tol=0.1 | degree=5 | gamma=0.5 | coef0=3,10.0,,0.1,5,0.5,3,3,0.899135446685879,0.9005686449656415,0.899135446685879,0.8995978849710612,0.9822142213515458,0.9520589110198701
C=10 | class_weight=None | tol=0.1 | degree=5 | gamma=0.5 | coef0=3,10.0,,0.1,5,0.5,3,4,0.8952929875120077,0.8969044213286277,0.8952929875120077,0.895837595772273,0.9843578649124638,0.9562732782339493
C=10 | class_weight=None | tol=0.1 | degree=5 | gamma=0.5 | coef0=3,10.0,,0.1,5,0.5,3,5,0.86977414704469,0.8728259901961893,0.86977414704469,0.8706371805792418,0.9809394905508665,0.9492913034627831
C=10 | class_weight=None | tol=10 | degree=1 | gamma=0.01 | coef0=0,10.0,,10.0,1,0.01,0,1,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30576018219383744
C=10 | class_weight=None | tol=10 | degree=1 | gamma=0.01 | coef0=0,10.0,,10.0,1,0.01,0,2,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.3059502750348119
C=10 | class_weight=None | tol=10 | degree=1 | gamma=0.01 | coef0=0,10.0,,10.0,1,0.01,0,3,0.4462055715658021,0.19909941209636414,0.4462055715658021,0.27534040251386926,0.5,0.30541413940080153
C=10 | class_weight=None | tol=10 | degree=1 | gamma=0.01 | coef0=0,10.0,,10.0,1,0.01,0,4,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30563191566521886
C=10 | class_weight=None | tol=10 | degree=1 | gamma=0.01 | coef0=0,10.0,,10.0,1,0.01,0,5,0.44690052859202306,0.19972008245582962,0.44690052859202306,0.2760660854138701,0.5,0.30584005166997996
C=10 | class_weight=None | tol=10 | degree=1 | gamma=0.01 | coef0=3,10.0,,10.0,1,0.01,3,1,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30576018219383744
C=10 | class_weight=None | tol=10 | degree=1 | gamma=0.01 | coef0=3,10.0,,10.0,1,0.01,3,2,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.3059502750348119
C=10 | class_weight=None | tol=10 | degree=1 | gamma=0.01 | coef0=3,10.0,,10.0,1,0.01,3,3,0.4462055715658021,0.19909941209636414,0.4462055715658021,0.27534040251386926,0.5,0.30541413940080153
C=10 | class_weight=None | tol=10 | degree=1 | gamma=0.01 | coef0=3,10.0,,10.0,1,0.01,3,4,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30563191566521886
C=10 | class_weight=None | tol=10 | degree=1 | gamma=0.01 | coef0=3,10.0,,10.0,1,0.01,3,5,0.44690052859202306,0.19972008245582962,0.44690052859202306,0.2760660854138701,0.5,0.30584005166997996
C=10 | class_weight=None | tol=10 | degree=1 | gamma=0.5 | coef0=0,10.0,,10.0,1,0.5,0,1,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30576018219383744
C=10 | class_weight=None | tol=10 | degree=1 | gamma=0.5 | coef0=0,10.0,,10.0,1,0.5,0,2,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.3059502750348119
C=10 | class_weight=None | tol=10 | degree=1 | gamma=0.5 | coef0=0,10.0,,10.0,1,0.5,0,3,0.4462055715658021,0.19909941209636414,0.4462055715658021,0.27534040251386926,0.5,0.30541413940080153
C=10 | class_weight=None | tol=10 | degree=1 | gamma=0.5 | coef0=0,10.0,,10.0,1,0.5,0,4,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30563191566521886
C=10 | class_weight=None | tol=10 | degree=1 | gamma=0.5 | coef0=0,10.0,,10.0,1,0.5,0,5,0.44690052859202306,0.19972008245582962,0.44690052859202306,0.2760660854138701,0.5,0.30584005166997996
C=10 | class_weight=None | tol=10 | degree=1 | gamma=0.5 | coef0=3,10.0,,10.0,1,0.5,3,1,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30576018219383744
C=10 | class_weight=None | tol=10 | degree=1 | gamma=0.5 | coef0=3,10.0,,10.0,1,0.5,3,2,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.3059502750348119
C=10 | class_weight=None | tol=10 | degree=1 | gamma=0.5 | coef0=3,10.0,,10.0,1,0.5,3,3,0.4462055715658021,0.19909941209636414,0.4462055715658021,0.27534040251386926,0.5,0.30541413940080153
C=10 | class_weight=None | tol=10 | degree=1 | gamma=0.5 | coef0=3,10.0,,10.0,1,0.5,3,4,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30563191566521886
C=10 | class_weight=None | tol=10 | degree=1 | gamma=0.5 | coef0=3,10.0,,10.0,1,0.5,3,5,0.44690052859202306,0.19972008245582962,0.44690052859202306,0.2760660854138701,0.5,0.30584005166997996
C=10 | class_weight=None | tol=10 | degree=5 | gamma=0.01 | coef0=0,10.0,,10.0,5,0.01,0,1,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30576018219383744
C=10 | class_weight=None | tol=10 | degree=5 | gamma=0.01 | coef0=0,10.0,,10.0,5,0.01,0,2,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.3059502750348119
C=10 | class_weight=None | tol=10 | degree=5 | gamma=0.01 | coef0=0,10.0,,10.0,5,0.01,0,3,0.4462055715658021,0.19909941209636414,0.4462055715658021,0.27534040251386926,0.5,0.30541413940080153
C=10 | class_weight=None | tol=10 | degree=5 | gamma=0.01 | coef0=0,10.0,,10.0,5,0.01,0,4,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30563191566521886
C=10 | class_weight=None | tol=10 | degree=5 | gamma=0.01 | coef0=0,10.0,,10.0,5,0.01,0,5,0.44690052859202306,0.19972008245582962,0.44690052859202306,0.2760660854138701,0.5,0.30584005166997996
C=10 | class_weight=None | tol=10 | degree=5 | gamma=0.01 | coef0=3,10.0,,10.0,5,0.01,3,1,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30576018219383744
C=10 | class_weight=None | tol=10 | degree=5 | gamma=0.01 | coef0=3,10.0,,10.0,5,0.01,3,2,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.3059502750348119
C=10 | class_weight=None | tol=10 | degree=5 | gamma=0.01 | coef0=3,10.0,,10.0,5,0.01,3,3,0.4462055715658021,0.19909941209636414,0.4462055715658021,0.27534040251386926,0.5,0.30541413940080153
C=10 | class_weight=None | tol=10 | degree=5 | gamma=0.01 | coef0=3,10.0,,10.0,5,0.01,3,4,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30563191566521886
C=10 | class_weight=None | tol=10 | degree=5 | gamma=0.01 | coef0=3,10.0,,10.0,5,0.01,3,5,0.44690052859202306,0.19972008245582962,0.44690052859202306,0.2760660854138701,0.5,0.30584005166997996
C=10 | class_weight=None | tol=10 | degree=5 | gamma=0.5 | coef0=0,10.0,,10.0,5,0.5,0,1,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30576018219383744
C=10 | class_weight=None | tol=10 | degree=5 | gamma=0.5 | coef0=0,10.0,,10.0,5,0.5,0,2,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.3059502750348119
C=10 | class_weight=None | tol=10 | degree=5 | gamma=0.5 | coef0=0,10.0,,10.0,5,0.5,0,3,0.4462055715658021,0.19909941209636414,0.4462055715658021,0.27534040251386926,0.5,0.30541413940080153
C=10 | class_weight=None | tol=10 | degree=5 | gamma=0.5 | coef0=0,10.0,,10.0,5,0.5,0,4,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30563191566521886
C=10 | class_weight=None | tol=10 | degree=5 | gamma=0.5 | coef0=0,10.0,,10.0,5,0.5,0,5,0.44690052859202306,0.19972008245582962,0.44690052859202306,0.2760660854138701,0.5,0.30584005166997996
C=10 | class_weight=None | tol=10 | degree=5 | gamma=0.5 | coef0=3,10.0,,10.0,5,0.5,3,1,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30576018219383744
C=10 | class_weight=None | tol=10 | degree=5 | gamma=0.5 | coef0=3,10.0,,10.0,5,0.5,3,2,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.3059502750348119
C=10 | class_weight=None | tol=10 | degree=5 | gamma=0.5 | coef0=3,10.0,,10.0,5,0.5,3,3,0.4462055715658021,0.19909941209636414,0.4462055715658021,0.27534040251386926,0.5,0.30541413940080153
C=10 | class_weight=None | tol=10 | degree=5 | gamma=0.5 | coef0=3,10.0,,10.0,5,0.5,3,4,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30563191566521886
C=10 | class_weight=None | tol=10 | degree=5 | gamma=0.5 | coef0=3,10.0,,10.0,5,0.5,3,5,0.44690052859202306,0.19972008245582962,0.44690052859202306,0.2760660854138701,0.5,0.30584005166997996
