tag,n_estimators,learning_rate,max_depth,rate_drop,skip_drop,fold,accuracy,precision,recall,F1,auroc,prauc
n_estimators=100 | learning_rate=0.1 | max_depth=10 | rate_drop=0.5 | skip_drop=0.5,100,0.1,10,0.5,0.5,5,0.8995675156174916,0.9002832955762211,0.8995675156174916,0.8996976003779079,0.988462097928831,0.9677609521690548
n_estimators=500 | learning_rate=0.01 | max_depth=4 | rate_drop=0.1 | skip_drop=0.1,500,0.01,4,0.1,0.1,1,0.600864553314121,0.7362681717279694,0.600864553314121,0.5480154418865394,0.9444408070701527,0.8730097235675464
n_estimators=500 | learning_rate=0.01 | max_depth=4 | rate_drop=0.1 | skip_drop=0.1,500,0.01,4,0.1,0.1,2,0.5826128722382324,0.7292458350110916,0.5826128722382324,0.5220474036279882,0.9394222126897223,0.8625494791353934
n_estimators=500 | learning_rate=0.01 | max_depth=4 | rate_drop=0.1 | skip_drop=0.1,500,0.01,4,0.1,0.1,3,0.5504322766570605,0.6252548632038752,0.5504322766570605,0.4634558937695804,0.9404877388491552,0.8666208322486582
n_estimators=500 | learning_rate=0.01 | max_depth=4 | rate_drop=0.1 | skip_drop=0.1,500,0.01,4,0.1,0.1,4,0.5941402497598463,0.7013370757978811,0.5941402497598463,0.5354495285313811,0.9411788805976701,0.8627573348205955
n_estimators=500 | learning_rate=0.01 | max_depth=4 | rate_drop=0.1 | skip_drop=0.1,500,0.01,4,0.1,0.1,5,0.5800096107640558,0.7082249973478302,0.5800096107640558,0.519241341700681,0.9336939814670364,0.8518489729843691
n_estimators=500 | learning_rate=0.01 | max_depth=4 | rate_drop=0.1 | skip_drop=0.5,500,0.01,4,0.1,0.5,1,0.8040345821325648,0.8044916822260958,0.8040345821325648,0.8000301737014865,0.9626110309758684,0.9073358708405694
n_estimators=500 | learning_rate=0.01 | max_depth=4 | rate_drop=0.1 | skip_drop=0.5,500,0.01,4,0.1,0.5,2,0.8270893371757925,0.8298075239407678,0.8270893371757925,0.8233940636060489,0.9637936437030401,0.9122115199431073
n_estimators=500 | learning_rate=0.01 | max_depth=4 | rate_drop=0.1 | skip_drop=0.5,500,0.01,4,0.1,0.5,3,0.8218059558117194,0.8252216726788699,0.8218059558117194,0.8176662873283461,0.9620054280759586,0.9130521283553922
n_estimators=500 | learning_rate=0.01 | max_depth=4 | rate_drop=0.1 | skip_drop=0.5,500,0.01,4,0.1,0.5,4,0.8141210374639769,0.8149196583999918,0.8141210374639769,0.8110021086351975,0.9630054079377762,0.9133647916633724
n_estimators=500 | learning_rate=0.01 | max_depth=4 | rate_drop=0.1 | skip_drop=0.5,500,0.01,4,0.1,0.5,5,0.80634310427679,0.8085640790931996,0.80634310427679,0.8034712543710288,0.9532151831796712,0.892342110866864
n_estimators=500 | learning_rate=0.01 | max_depth=4 | rate_drop=0.5 | skip_drop=0.1,500,0.01,4,0.5,0.1,1,0.5509125840537944,0.6228757806365254,0.5509125840537944,0.46452398107415205,0.9438539947455132,0.8712971733397391
n_estimators=500 | learning_rate=0.01 | max_depth=4 | rate_drop=0.5 | skip_drop=0.1,500,0.01,4,0.5,0.1,2,0.5398655139289145,0.6355599930412157,0.5398655139289145,0.4470783967308802,0.9378582818191739,0.8594044901660594
n_estimators=500 | learning_rate=0.01 | max_depth=4 | rate_drop=0.5 | skip_drop=0.1,500,0.01,4,0.5,0.1,3,0.5446685878962536,0.6060106321043534,0.5446685878962536,0.45407291520408916,0.9389984327583465,0.8611422480809194
n_estimators=500 | learning_rate=0.01 | max_depth=4 | rate_drop=0.5 | skip_drop=0.1,500,0.01,4,0.5,0.1,4,0.5537944284341979,0.6177507800422759,0.5537944284341979,0.4691519478788215,0.9385047076986516,0.8568786915821522
n_estimators=500 | learning_rate=0.01 | max_depth=4 | rate_drop=0.5 | skip_drop=0.1,500,0.01,4,0.5,0.1,5,0.54925516578568,0.609863166181608,0.54925516578568,0.4617116638078388,0.9312316546665069,0.8466251196825056
n_estimators=500 | learning_rate=0.01 | max_depth=4 | rate_drop=0.5 | skip_drop=0.5,500,0.01,4,0.5,0.5,1,0.8040345821325648,0.8045755146652052,0.8040345821325648,0.800039492384413,0.9618692136513131,0.9060172971675464
n_estimators=500 | learning_rate=0.01 | max_depth=4 | rate_drop=0.5 | skip_drop=0.5,500,0.01,4,0.5,0.5,2,0.8261287223823247,0.8288439387248674,0.8261287223823247,0.8223823470833108,0.9635077018291083,0.9116354060424313
n_estimators=500 | learning_rate=0.01 | max_depth=4 | rate_drop=0.5 | skip_drop=0.5,500,0.01,4,0.5,0.5,3,0.8218059558117194,0.825258910275516,0.8218059558117194,0.8176130518958247,0.9616393624888139,0.9124074406253703
n_estimators=500 | learning_rate=0.01 | max_depth=4 | rate_drop=0.5 | skip_drop=0.5,500,0.01,4,0.5,0.5,4,0.813640730067243,0.8144303146103586,0.813640730067243,0.8105495995099441,0.9625738114535803,0.9124427401247233
n_estimators=500 | learning_rate=0.01 | max_depth=4 | rate_drop=0.5 | skip_drop=0.5,500,0.01,4,0.5,0.5,5,0.8077847188851514,0.8110098387375925,0.8077847188851514,0.8048582810670436,0.9528068517373026,0.890615222331675
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.1 | skip_drop=0.1,500,0.01,10,0.1,0.1,1,0.8559077809798271,0.8655678080308461,0.8559077809798271,0.8523967298899027,0.9837477528844077,0.9606038530631813
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.1 | skip_drop=0.1,500,0.01,10,0.1,0.1,2,0.8496637848222862,0.8619318205804504,0.8496637848222862,0.84465206393334,0.9846660185707693,0.963436847324519
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.1 | skip_drop=0.1,500,0.01,10,0.1,0.1,3,0.8607108549471661,0.8721957089110743,0.8607108549471661,0.8566519344772862,0.9831935358440046,0.9586683134492098
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.1 | skip_drop=0.1,500,0.01,10,0.1,0.1,4,0.8453410182516811,0.8374559620699462,0.8453410182516811,0.8331953079470876,0.9835687525656911,0.9623369937171181
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.1 | skip_drop=0.1,500,0.01,10,0.1,0.1,5,0.829889476213359,0.8451958807682849,0.829889476213359,0.8178551710855739,0.9801502404439486,0.95247873385921
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.1 | skip_drop=0.5,500,0.01,10,0.1,0.5,1,0.9125840537944284,0.9129599323471103,0.9125840537944284,0.9126179381796251,0.9898841624829762,0.9737905920142746
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.1 | skip_drop=0.5,500,0.01,10,0.1,0.5,2,0.909221902017291,0.9095427581292314,0.909221902017291,0.9092327620461755,0.9895749317814625,0.9723013616585409
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.1 | skip_drop=0.5,500,0.01,10,0.1,0.5,3,0.9173871277617676,0.9173883258846703,0.9173871277617676,0.9173780950128801,0.9887881537801831,0.9710309992942288
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.1 | skip_drop=0.5,500,0.01,10,0.1,0.5,4,0.9106628242074928,0.911320459231122,0.9106628242074928,0.9106852278188015,0.9885990635189552,0.9713350944133581
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.1 | skip_drop=0.5,500,0.01,10,0.1,0.5,5,0.8952426717924075,0.896022108131557,0.8952426717924075,0.8952676018386908,0.9857218573798098,0.9619324745056668
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.5 | skip_drop=0.1,500,0.01,10,0.5,0.1,1,0.8126801152737753,0.8195974168754593,0.8126801152737753,0.7978956069916361,0.9829762661998762,0.9596697893104649
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.5 | skip_drop=0.1,500,0.01,10,0.5,0.1,2,0.8141210374639769,0.8226673573268424,0.8141210374639769,0.7983823185134971,0.9843947813159962,0.962071547269209
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.5 | skip_drop=0.1,500,0.01,10,0.5,0.1,3,0.8093179634966379,0.8226366230985774,0.8093179634966379,0.7935678498089255,0.9826028953618711,0.9577372121529572
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.5 | skip_drop=0.1,500,0.01,10,0.5,0.1,4,0.8174831892411143,0.8239909946033039,0.8174831892411143,0.8042482138246793,0.9831620907505146,0.9618571321346387
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.5 | skip_drop=0.1,500,0.01,10,0.5,0.1,5,0.8082652570879385,0.8144634827513676,0.8082652570879385,0.7932831753185635,0.9793041524021059,0.9510726694124141
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.5 | skip_drop=0.5,500,0.01,10,0.5,0.5,1,0.9125840537944284,0.912880796931132,0.9125840537944284,0.9125602680008555,0.9898006160754608,0.9736519318187048
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.5 | skip_drop=0.5,500,0.01,10,0.5,0.5,2,0.9082612872238233,0.908554157924325,0.9082612872238233,0.9082701773257894,0.9895020835315769,0.9721426447650603
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.5 | skip_drop=0.5,500,0.01,10,0.5,0.5,3,0.9169068203650336,0.9169512185493112,0.9169068203650336,0.916921762765876,0.9887633528132597,0.9707473420561337
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.5 | skip_drop=0.5,500,0.01,10,0.5,0.5,4,0.9116234390009607,0.9122358776341145,0.9116234390009607,0.9116420472328591,0.9885798712185938,0.9712980485643716
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.5 | skip_drop=0.5,500,0.01,10,0.5,0.5,5,0.8942815953868333,0.8950448738917707,0.8942815953868333,0.894300709155219,0.9856713836143368,0.9617273833112653
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.1 | skip_drop=0.1,500,0.1,4,0.1,0.1,1,0.8491834774255523,0.8489365052119104,0.8491834774255523,0.8486617027785677,0.9736869729629558,0.9339904618559052
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.1 | skip_drop=0.1,500,0.1,4,0.1,0.1,2,0.8539865513928915,0.8542646314066856,0.8539865513928915,0.8534030993211418,0.9744024713224537,0.9377566750295797
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.1 | skip_drop=0.1,500,0.1,4,0.1,0.1,3,0.8621517771373679,0.8622989583397104,0.8621517771373679,0.8617270343675213,0.975043023842915,0.9400265000132461
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.1 | skip_drop=0.1,500,0.1,4,0.1,0.1,4,0.8635926993275697,0.8641723490369921,0.8635926993275697,0.8635507427731425,0.9755613177052511,0.941137351026849
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.1 | skip_drop=0.1,500,0.1,4,0.1,0.1,5,0.8366170110523786,0.8386071213099585,0.8366170110523786,0.8365429100639707,0.9674550563777187,0.9234304347180244
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.1 | skip_drop=0.5,500,0.1,4,0.1,0.5,1,0.9116234390009607,0.9125951081706456,0.9116234390009607,0.9118819826745316,0.9900314087278042,0.9744786065604271
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.1 | skip_drop=0.5,500,0.1,4,0.1,0.5,2,0.9077809798270894,0.9086203558276188,0.9077809798270894,0.9080024883180274,0.9893753293801612,0.971415284131668
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.1 | skip_drop=0.5,500,0.1,4,0.1,0.5,3,0.9101825168107589,0.9108336350787966,0.9101825168107589,0.9104261854637078,0.9893148935942615,0.9711551659315808
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.1 | skip_drop=0.5,500,0.1,4,0.1,0.5,4,0.9121037463976945,0.9127039646032884,0.9121037463976945,0.9122040740535781,0.9905105356280275,0.9735804019579167
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.1 | skip_drop=0.5,500,0.1,4,0.1,0.5,5,0.897164824603556,0.8984264663731955,0.897164824603556,0.8974239609933962,0.9860101999688503,0.9620488821803249
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.5 | skip_drop=0.1,500,0.1,4,0.5,0.1,1,0.8414985590778098,0.840872825038401,0.8414985590778098,0.8406426738984375,0.9717100051142149,0.9290486406572146
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.5 | skip_drop=0.1,500,0.1,4,0.5,0.1,2,0.8496637848222862,0.8505554169208394,0.8496637848222862,0.8484510017278358,0.9719208334226007,0.9321049671052685
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.5 | skip_drop=0.1,500,0.1,4,0.5,0.1,3,0.8573487031700289,0.8581655062626192,0.8573487031700289,0.8566660946397522,0.9724429763779003,0.9342371084404368
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.5 | skip_drop=0.1,500,0.1,4,0.5,0.1,4,0.8573487031700289,0.8587069486904361,0.8573487031700289,0.8569622813164369,0.9722351137631611,0.9343190541466281
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.5 | skip_drop=0.1,500,0.1,4,0.5,0.1,5,0.829889476213359,0.8322606462787867,0.829889476213359,0.8297186898718363,0.9635477851823829,0.9141854445095603
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.5 | skip_drop=0.5,500,0.1,4,0.5,0.5,1,0.9111431316042267,0.9120354003029388,0.9111431316042267,0.9113805340300644,0.9898237366628575,0.9738190508471957
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.5 | skip_drop=0.5,500,0.1,4,0.5,0.5,2,0.9101825168107589,0.9111382777923255,0.9101825168107589,0.9104210896689214,0.9895917659239671,0.9718734286754578
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.5 | skip_drop=0.5,500,0.1,4,0.5,0.5,3,0.9087415946205571,0.909378683427416,0.9087415946205571,0.9090045944386566,0.9894564167645351,0.971361556287452
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.5 | skip_drop=0.5,500,0.1,4,0.5,0.5,4,0.9082612872238233,0.9087204970907963,0.9082612872238233,0.9082559877857876,0.9903069099104934,0.9733661214636756
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.5 | skip_drop=0.5,500,0.1,4,0.5,0.5,5,0.8928399807784719,0.8940592913635729,0.8928399807784719,0.8930299705049439,0.9857070380676954,0.961010973302634
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.1 | skip_drop=0.1,500,0.1,10,0.1,0.1,1,0.9212295869356388,0.9219312520484217,0.9212295869356388,0.9213566064592112,0.9918075241632487,0.9783003670998605
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.1 | skip_drop=0.1,500,0.1,10,0.1,0.1,2,0.9188280499519692,0.9197594137651445,0.9188280499519692,0.9191017144337544,0.9917072708324667,0.9768840901443971
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.1 | skip_drop=0.1,500,0.1,10,0.1,0.1,3,0.9173871277617676,0.9178575873029661,0.9173871277617676,0.9175844902298024,0.9909307561572156,0.9756728908915722
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.1 | skip_drop=0.1,500,0.1,10,0.1,0.1,4,0.9130643611911623,0.9138476173894163,0.9130643611911623,0.9132902160680142,0.990911033959282,0.9748437595455862
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.1 | skip_drop=0.1,500,0.1,10,0.1,0.1,5,0.8952426717924075,0.8957323329165032,0.8952426717924075,0.8952802735861022,0.9882554050924209,0.9670911783784921
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.1 | skip_drop=0.5,500,0.1,10,0.1,0.5,1,0.9221902017291066,0.9227345252932799,0.9221902017291066,0.9222799095751791,0.9918011652589179,0.9777913911023794
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.1 | skip_drop=0.5,500,0.1,10,0.1,0.5,2,0.9173871277617676,0.9177903520090367,0.9173871277617676,0.917475586319711,0.9918583942558642,0.9770996233058106
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.1 | skip_drop=0.5,500,0.1,10,0.1,0.5,3,0.9183477425552353,0.9187612974475773,0.9183477425552353,0.9185314933443652,0.9915792329089469,0.9767558698738021
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.1 | skip_drop=0.5,500,0.1,10,0.1,0.5,4,0.9125840537944284,0.9131005653877116,0.9125840537944284,0.9127285154425222,0.9908525008432258,0.9744998469307118
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.1 | skip_drop=0.5,500,0.1,10,0.1,0.5,5,0.8981259010091303,0.8983046606081079,0.8981259010091303,0.8981753222231855,0.9889742333689213,0.9687326842888274
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.5 | skip_drop=0.1,500,0.1,10,0.5,0.1,1,0.9212295869356388,0.9221319247614582,0.9212295869356388,0.921399921936413,0.991539907033573,0.9777248577453905
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.5 | skip_drop=0.1,500,0.1,10,0.5,0.1,2,0.9149855907780979,0.916016132105406,0.9149855907780979,0.9152417856757594,0.9914261425133369,0.9763635875164428
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.5 | skip_drop=0.1,500,0.1,10,0.5,0.1,3,0.9164265129682997,0.9168612497401488,0.9164265129682997,0.9166091457195518,0.9903863388253888,0.9744574841638053
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.5 | skip_drop=0.1,500,0.1,10,0.5,0.1,4,0.9140249759846302,0.9149454081743559,0.9140249759846302,0.9142225171289402,0.9903466473172213,0.9736977771456468
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.5 | skip_drop=0.1,500,0.1,10,0.5,0.1,5,0.8942815953868333,0.8948944840946065,0.8942815953868333,0.8943094236983525,0.9878390774793786,0.9662010301640576
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.5 | skip_drop=0.5,500,0.1,10,0.5,0.5,1,0.9226705091258406,0.9233134407461556,0.9226705091258406,0.9227981561328674,0.9920615012870843,0.9782932677817967
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.5 | skip_drop=0.5,500,0.1,10,0.5,0.5,2,0.9149855907780979,0.9154772208452764,0.9149855907780979,0.9151397706841022,0.991763958921315,0.9772356510344944
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.5 | skip_drop=0.5,500,0.1,10,0.5,0.5,3,0.9197886647454371,0.9201476870491905,0.9197886647454371,0.9199467511545001,0.9916742264548657,0.9771317213979194
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.5 | skip_drop=0.5,500,0.1,10,0.5,0.5,4,0.9101825168107589,0.9107258964804001,0.9101825168107589,0.910344969280746,0.9908465373000468,0.9744382911055287
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.5 | skip_drop=0.5,500,0.1,10,0.5,0.5,5,0.9010091302258529,0.9009872087677641,0.9010091302258529,0.900958480710902,0.9891009522092628,0.9689520846943754
