tag,C,class_weight,decision_function_shape,tol,gamma,fold,accuracy,precision,recall,F1,auroc,prauc
C=1 | class_weight=None | decision_function_shape=ovr | tol=10 | gamma=1,1.0,,ovr,10.0,1.0,5,0.44690052859202306,0.19972008245582962,0.44690052859202306,0.2760660854138701,0.5,0.30584005166997996
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=0.1 | gamma=0.01,10.0,balanced,ovr,0.1,0.01,1,0.6181556195965417,0.7147129062090585,0.6181556195965417,0.6174298789777697,0.8691305287373912,0.7414289881496776
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=0.1 | gamma=0.01,10.0,balanced,ovr,0.1,0.01,2,0.6440922190201729,0.7501657248470472,0.6440922190201729,0.6432026079750516,0.885750239114389,0.7660188121249969
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=0.1 | gamma=0.01,10.0,balanced,ovr,0.1,0.01,3,0.6402497598463016,0.7320228950314619,0.6402497598463016,0.6377389672815055,0.8820759980247016,0.7600749733022725
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=0.1 | gamma=0.01,10.0,balanced,ovr,0.1,0.01,4,0.6397694524495677,0.7357174607727638,0.6397694524495677,0.6379750802350007,0.8714627107019405,0.7341721981665649
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=0.1 | gamma=0.01,10.0,balanced,ovr,0.1,0.01,5,0.61268620855358,0.7078943983485728,0.61268620855358,0.609502559297065,0.86370001151337,0.7273861415630947
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=0.1 | gamma=0.1,10.0,balanced,ovr,0.1,0.1,1,0.818924111431316,0.8485698916540629,0.818924111431316,0.8219444265192952,0.9694874118904299,0.9261397343956228
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=0.1 | gamma=0.1,10.0,balanced,ovr,0.1,0.1,2,0.8222862632084534,0.849287220103638,0.8222862632084534,0.825853529887573,0.9704979116040985,0.9256976893343901
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=0.1 | gamma=0.1,10.0,balanced,ovr,0.1,0.1,3,0.8280499519692603,0.8539711525633132,0.8280499519692603,0.830938921892445,0.9732947937950398,0.9313812987007034
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=0.1 | gamma=0.1,10.0,balanced,ovr,0.1,0.1,4,0.8222862632084534,0.8574104977144492,0.8222862632084534,0.8256564844531245,0.9693829122481756,0.9234842327805801
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=0.1 | gamma=0.1,10.0,balanced,ovr,0.1,0.1,5,0.814031715521384,0.8469941999537143,0.814031715521384,0.8174287870395526,0.9649814411655703,0.9124980579206352
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=0.1 | gamma=1,10.0,balanced,ovr,0.1,1.0,1,0.9053794428434198,0.9136318059189088,0.9053794428434198,0.9070971680623782,0.987715308879565,0.9653799942059401
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=0.1 | gamma=1,10.0,balanced,ovr,0.1,1.0,2,0.9053794428434198,0.9148232784229435,0.9053794428434198,0.9071121663679038,0.9884405659104798,0.9693683153931372
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=0.1 | gamma=1,10.0,balanced,ovr,0.1,1.0,3,0.9121037463976945,0.9204080575848853,0.9121037463976945,0.9138271646713454,0.9874742321423725,0.9643586430134699
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=0.1 | gamma=1,10.0,balanced,ovr,0.1,1.0,4,0.9101825168107589,0.9180692959041418,0.9101825168107589,0.9116433782536572,0.989258831403281,0.9711139915994423
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=0.1 | gamma=1,10.0,balanced,ovr,0.1,1.0,5,0.9000480538202787,0.9080185805545025,0.9000480538202787,0.9018531274908798,0.9868929340195238,0.962137617990933
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=0.01,10.0,balanced,ovr,1.0,0.01,1,0.6027857829010567,0.7185097394286186,0.6027857829010567,0.599076859901842,0.871851110894814,0.7357376751130479
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=0.01,10.0,balanced,ovr,1.0,0.01,2,0.6234390009606148,0.7335470877601162,0.6234390009606148,0.6209987953562146,0.8795124060008623,0.7474574987531282
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=0.01,10.0,balanced,ovr,1.0,0.01,3,0.6373679154658982,0.7317217797905395,0.6373679154658982,0.6350397689051243,0.877465105597488,0.7415205665888578
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=0.01,10.0,balanced,ovr,1.0,0.01,4,0.6325648414985591,0.7247296416883009,0.6325648414985591,0.6299635810953722,0.8677518665746055,0.7265565837700177
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=0.01,10.0,balanced,ovr,1.0,0.01,5,0.5929841422393081,0.6919265898413961,0.5929841422393081,0.5860075650995441,0.861106112211572,0.721015582987524
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=0.1,10.0,balanced,ovr,1.0,0.1,1,0.8222862632084534,0.85318538302866,0.8222862632084534,0.8250159181418363,0.966556406583949,0.9185011358044475
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=0.1,10.0,balanced,ovr,1.0,0.1,2,0.8304514889529299,0.8544679221133641,0.8304514889529299,0.833806106842665,0.9704189308958528,0.9243527080180343
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=0.1,10.0,balanced,ovr,1.0,0.1,3,0.8261287223823247,0.8530410017035636,0.8261287223823247,0.8289486475792668,0.9709985655074003,0.927306075210424
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=0.1,10.0,balanced,ovr,1.0,0.1,4,0.8290105667627281,0.8602515258923263,0.8290105667627281,0.8321904790761252,0.9686776355033736,0.9223234678788602
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=0.1,10.0,balanced,ovr,1.0,0.1,5,0.8073041806823642,0.8431896710758301,0.8073041806823642,0.8109544130739382,0.9625351260517597,0.9078497725244355
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=1,10.0,balanced,ovr,1.0,1.0,1,0.9010566762728146,0.9095906664419047,0.9010566762728146,0.90280568570204,0.9867859896194748,0.9631776352261844
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=1,10.0,balanced,ovr,1.0,1.0,2,0.9034582132564841,0.9139345129002239,0.9034582132564841,0.9051669976144964,0.9860923520170151,0.9628119072700195
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=1,10.0,balanced,ovr,1.0,1.0,3,0.914505283381364,0.9213062212225441,0.914505283381364,0.9159492639335265,0.9856043258474827,0.9601504245489937
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=1,10.0,balanced,ovr,1.0,1.0,4,0.9058597502401537,0.9152324994931625,0.9058597502401537,0.9075815841609811,0.9879294213250484,0.9680116922311787
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=1,10.0,balanced,ovr,1.0,1.0,5,0.8966842864007689,0.9038683693234846,0.8966842864007689,0.8984550380735471,0.9851831842274781,0.9580957828643478
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.01,10.0,balanced,ovr,10.0,0.01,1,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30576018219383744
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.01,10.0,balanced,ovr,10.0,0.01,2,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.3059502750348119
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.01,10.0,balanced,ovr,10.0,0.01,3,0.4462055715658021,0.19909941209636414,0.4462055715658021,0.27534040251386926,0.5,0.30541413940080153
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.01,10.0,balanced,ovr,10.0,0.01,4,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30563191566521886
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.01,10.0,balanced,ovr,10.0,0.01,5,0.44690052859202306,0.19972008245582962,0.44690052859202306,0.2760660854138701,0.5,0.30584005166997996
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.1,10.0,balanced,ovr,10.0,0.1,1,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30576018219383744
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.1,10.0,balanced,ovr,10.0,0.1,2,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.3059502750348119
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.1,10.0,balanced,ovr,10.0,0.1,3,0.4462055715658021,0.19909941209636414,0.4462055715658021,0.27534040251386926,0.5,0.30541413940080153
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.1,10.0,balanced,ovr,10.0,0.1,4,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30563191566521886
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.1,10.0,balanced,ovr,10.0,0.1,5,0.44690052859202306,0.19972008245582962,0.44690052859202306,0.2760660854138701,0.5,0.30584005166997996
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=1,10.0,balanced,ovr,10.0,1.0,1,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30576018219383744
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=1,10.0,balanced,ovr,10.0,1.0,2,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.3059502750348119
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=1,10.0,balanced,ovr,10.0,1.0,3,0.4462055715658021,0.19909941209636414,0.4462055715658021,0.27534040251386926,0.5,0.30541413940080153
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=1,10.0,balanced,ovr,10.0,1.0,4,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30563191566521886
C=10 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=1,10.0,balanced,ovr,10.0,1.0,5,0.44690052859202306,0.19972008245582962,0.44690052859202306,0.2760660854138701,0.5,0.30584005166997996
C=10 | class_weight=None | decision_function_shape=ovr | tol=0.1 | gamma=0.01,10.0,,ovr,0.1,0.01,1,0.6757925072046109,0.6828683144284831,0.6757925072046109,0.6622970425383496,0.8723837938590969,0.7490227542029079
C=10 | class_weight=None | decision_function_shape=ovr | tol=0.1 | gamma=0.01,10.0,,ovr,0.1,0.01,2,0.6777137367915466,0.678675346513852,0.6777137367915466,0.6636564903018446,0.8785501125297499,0.7565471907529141
C=10 | class_weight=None | decision_function_shape=ovr | tol=0.1 | gamma=0.01,10.0,,ovr,0.1,0.01,3,0.6834774255523535,0.6905656642526885,0.6834774255523535,0.669503390393625,0.8802378912400793,0.7616332875175772
C=10 | class_weight=None | decision_function_shape=ovr | tol=0.1 | gamma=0.01,10.0,,ovr,0.1,0.01,4,0.6724303554274735,0.6753508362949495,0.6724303554274735,0.6567978536601357,0.8698006585732614,0.7385799586409441
C=10 | class_weight=None | decision_function_shape=ovr | tol=0.1 | gamma=0.01,10.0,,ovr,0.1,0.01,5,0.6727534839019702,0.6792446753983673,0.6727534839019702,0.6598525370163418,0.8668072067169242,0.7354296406748211
C=10 | class_weight=None | decision_function_shape=ovr | tol=0.1 | gamma=0.1,10.0,,ovr,0.1,0.1,1,0.8515850144092219,0.8531246982241897,0.8515850144092219,0.8516325238382646,0.9713147077626152,0.9315981925372533
C=10 | class_weight=None | decision_function_shape=ovr | tol=0.1 | gamma=0.1,10.0,,ovr,0.1,0.1,2,0.8568683957732949,0.8594190749734514,0.8568683957732949,0.8570544222261657,0.9750481187915198,0.9372032315291287
C=10 | class_weight=None | decision_function_shape=ovr | tol=0.1 | gamma=0.1,10.0,,ovr,0.1,0.1,3,0.8559077809798271,0.8571314905103443,0.8559077809798271,0.8558461729652518,0.9763750914255291,0.9398775614479739
C=10 | class_weight=None | decision_function_shape=ovr | tol=0.1 | gamma=0.1,10.0,,ovr,0.1,0.1,4,0.8482228626320846,0.849410961181782,0.8482228626320846,0.84858108554834,0.9727230785019438,0.9331362846908114
C=10 | class_weight=None | decision_function_shape=ovr | tol=0.1 | gamma=0.1,10.0,,ovr,0.1,0.1,5,0.8351753964440173,0.8382518127674631,0.8351753964440173,0.8359650062325364,0.9685012418106654,0.9221089557223006
C=10 | class_weight=None | decision_function_shape=ovr | tol=0.1 | gamma=1,10.0,,ovr,0.1,1.0,1,0.9111431316042267,0.9127044521466289,0.9111431316042267,0.9117071006276044,0.9875432960731011,0.9657941504454621
C=10 | class_weight=None | decision_function_shape=ovr | tol=0.1 | gamma=1,10.0,,ovr,0.1,1.0,2,0.9188280499519692,0.9202789560982525,0.9188280499519692,0.9191232459957854,0.9890680660669003,0.9702779115675405
C=10 | class_weight=None | decision_function_shape=ovr | tol=0.1 | gamma=1,10.0,,ovr,0.1,1.0,3,0.9269932756964457,0.927884775227172,0.9269932756964457,0.9273134674788492,0.9875915281517178,0.9666239573476056
C=10 | class_weight=None | decision_function_shape=ovr | tol=0.1 | gamma=1,10.0,,ovr,0.1,1.0,4,0.9173871277617676,0.9179714469827444,0.9173871277617676,0.9175724495718154,0.989452484162459,0.9713341376882543
C=10 | class_weight=None | decision_function_shape=ovr | tol=0.1 | gamma=1,10.0,,ovr,0.1,1.0,5,0.9034118212397886,0.9043353063545608,0.9034118212397886,0.9036841014090021,0.9854436533961207,0.9610356631826803
C=10 | class_weight=None | decision_function_shape=ovr | tol=1 | gamma=0.01,10.0,,ovr,1.0,0.01,1,0.6604226705091258,0.6712037995572775,0.6604226705091258,0.6419823358269221,0.851554936101062,0.7115126068228756
C=10 | class_weight=None | decision_function_shape=ovr | tol=1 | gamma=0.01,10.0,,ovr,1.0,0.01,2,0.6556195965417867,0.6575579646043078,0.6556195965417867,0.6378061544357154,0.8642026900112477,0.7236214248559301
C=10 | class_weight=None | decision_function_shape=ovr | tol=1 | gamma=0.01,10.0,,ovr,1.0,0.01,3,0.6642651296829971,0.6719284728176027,0.6642651296829971,0.6462563904596955,0.8618252376483286,0.7208274888859241
C=10 | class_weight=None | decision_function_shape=ovr | tol=1 | gamma=0.01,10.0,,ovr,1.0,0.01,4,0.6618635926993276,0.6690883120632996,0.6618635926993276,0.6430173518920059,0.85152395117703,0.7004050848599487
C=10 | class_weight=None | decision_function_shape=ovr | tol=1 | gamma=0.01,10.0,,ovr,1.0,0.01,5,0.6665064872657376,0.675815444825144,0.6665064872657376,0.6515703982341559,0.8524182321526805,0.7063806196188763
C=10 | class_weight=None | decision_function_shape=ovr | tol=1 | gamma=0.1,10.0,,ovr,1.0,0.1,1,0.8515850144092219,0.8517957188927702,0.8515850144092219,0.8509605781941083,0.9703784983128062,0.9296551845910883
C=10 | class_weight=None | decision_function_shape=ovr | tol=1 | gamma=0.1,10.0,,ovr,1.0,0.1,2,0.8530259365994236,0.8547642656893739,0.8530259365994236,0.8531098925236198,0.9736105759614981,0.9338404882787913
C=10 | class_weight=None | decision_function_shape=ovr | tol=1 | gamma=0.1,10.0,,ovr,1.0,0.1,3,0.851104707012488,0.8518737617476194,0.851104707012488,0.8505674114442129,0.9742282187480803,0.934442358117922
C=10 | class_weight=None | decision_function_shape=ovr | tol=1 | gamma=0.1,10.0,,ovr,1.0,0.1,4,0.8491834774255523,0.8506244272177629,0.8491834774255523,0.8496234641288726,0.972320649995132,0.9315970446863335
C=10 | class_weight=None | decision_function_shape=ovr | tol=1 | gamma=0.1,10.0,,ovr,1.0,0.1,5,0.8308505526189333,0.8312146358988095,0.8308505526189333,0.8306576349139672,0.9663452624522719,0.9174832612618374
C=10 | class_weight=None | decision_function_shape=ovr | tol=1 | gamma=1,10.0,,ovr,1.0,1.0,1,0.9121037463976945,0.9137510058729398,0.9121037463976945,0.9126990304117406,0.9864140401207055,0.9647767210778374
C=10 | class_weight=None | decision_function_shape=ovr | tol=1 | gamma=1,10.0,,ovr,1.0,1.0,2,0.9154658981748319,0.9170521342827445,0.9154658981748319,0.915822181468485,0.9876644285520192,0.9675193778188533
C=10 | class_weight=None | decision_function_shape=ovr | tol=1 | gamma=1,10.0,,ovr,1.0,1.0,3,0.9241114313160422,0.924680229646441,0.9241114313160422,0.9243297802075608,0.9866852226441123,0.9654384829446965
C=10 | class_weight=None | decision_function_shape=ovr | tol=1 | gamma=1,10.0,,ovr,1.0,1.0,4,0.9149855907780979,0.91556141318777,0.9149855907780979,0.9151418858078524,0.9863868944941409,0.9650759740571279
C=10 | class_weight=None | decision_function_shape=ovr | tol=1 | gamma=1,10.0,,ovr,1.0,1.0,5,0.9005285920230658,0.9011307975854128,0.9005285920230658,0.9006446655059107,0.982645246578737,0.9544747894629761
C=10 | class_weight=None | decision_function_shape=ovr | tol=10 | gamma=0.01,10.0,,ovr,10.0,0.01,1,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30576018219383744
C=10 | class_weight=None | decision_function_shape=ovr | tol=10 | gamma=0.01,10.0,,ovr,10.0,0.01,2,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.3059502750348119
C=10 | class_weight=None | decision_function_shape=ovr | tol=10 | gamma=0.01,10.0,,ovr,10.0,0.01,3,0.4462055715658021,0.19909941209636414,0.4462055715658021,0.27534040251386926,0.5,0.30541413940080153
C=10 | class_weight=None | decision_function_shape=ovr | tol=10 | gamma=0.01,10.0,,ovr,10.0,0.01,4,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30563191566521886
C=10 | class_weight=None | decision_function_shape=ovr | tol=10 | gamma=0.01,10.0,,ovr,10.0,0.01,5,0.44690052859202306,0.19972008245582962,0.44690052859202306,0.2760660854138701,0.5,0.30584005166997996
C=10 | class_weight=None | decision_function_shape=ovr | tol=10 | gamma=0.1,10.0,,ovr,10.0,0.1,1,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30576018219383744
C=10 | class_weight=None | decision_function_shape=ovr | tol=10 | gamma=0.1,10.0,,ovr,10.0,0.1,2,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.3059502750348119
C=10 | class_weight=None | decision_function_shape=ovr | tol=10 | gamma=0.1,10.0,,ovr,10.0,0.1,3,0.4462055715658021,0.19909941209636414,0.4462055715658021,0.27534040251386926,0.5,0.30541413940080153
C=10 | class_weight=None | decision_function_shape=ovr | tol=10 | gamma=0.1,10.0,,ovr,10.0,0.1,4,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30563191566521886
C=10 | class_weight=None | decision_function_shape=ovr | tol=10 | gamma=0.1,10.0,,ovr,10.0,0.1,5,0.44690052859202306,0.19972008245582962,0.44690052859202306,0.2760660854138701,0.5,0.30584005166997996
C=10 | class_weight=None | decision_function_shape=ovr | tol=10 | gamma=1,10.0,,ovr,10.0,1.0,1,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30576018219383744
C=10 | class_weight=None | decision_function_shape=ovr | tol=10 | gamma=1,10.0,,ovr,10.0,1.0,2,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.3059502750348119
C=10 | class_weight=None | decision_function_shape=ovr | tol=10 | gamma=1,10.0,,ovr,10.0,1.0,3,0.4462055715658021,0.19909941209636414,0.4462055715658021,0.27534040251386926,0.5,0.30541413940080153
C=10 | class_weight=None | decision_function_shape=ovr | tol=10 | gamma=1,10.0,,ovr,10.0,1.0,4,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30563191566521886
C=10 | class_weight=None | decision_function_shape=ovr | tol=10 | gamma=1,10.0,,ovr,10.0,1.0,5,0.44690052859202306,0.19972008245582962,0.44690052859202306,0.2760660854138701,0.5,0.30584005166997996
